,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count
0,1592940469331591168,Logan is indecisive? Didnt Gabby and Rachel jump back and forth between multiple men?  #BachelorInParadise,Logan is indecisive Didnt Gabby and Rachel jump back and forth between multiple men BachelorInParadise,2022-11-16 17:59:37+00:00,Twitter Web App,0,0,1,0
1,1592940460300828672,"Ency… when a guy starts calling you “dude,” take the L and move on

#BachelorInParadise #BIP https://t.co/fSyTIRt2FD",Ency when a guy starts calling you dude take the L and move on BachelorInParadise BIP,2022-11-16 17:59:35+00:00,Twitter for iPhone,8,1,295,1
2,1592939987166990336,Andrew made the right decision not bowing down to Ency and finishing his convo with Jessenia #BachelorInParadise,Andrew made the right decision not bowing down to Ency and finishing his convo with Jessenia BachelorInParadise,2022-11-16 17:57:42+00:00,Twitter for iPhone,0,0,1,0
3,1592939926152425472,Andrew for sure was just trying to get over his feelings for Teddy. Is that necessarily fair to the other girls? No. But everyone is allowed to be selfish in trying to navigate THEIR feelings. You could tell he didn’t want to feel the way he did🥲 pain #BachelorInParadise,Andrew for sure was just trying to get over his feelings for Teddy Is that necessarily fair to the other girls No But everyone is allowed to be selfish in trying to navigate THEIR feelings You could tell he didn t want to feel the way he did pain BachelorInParadise,2022-11-16 17:57:28+00:00,Twitter for iPhone,0,0,0,0
4,1592939718224007171,Ency toxic asf… two days you knew Andrew with an ultimatum for being a kind human being to Jessenia and then possessive BEGGING him to stay when he said he wants Teddy. I’m embarrassed #bachelorinparadise,Ency toxic asf two days you knew Andrew with an ultimatum for being a kind human being to Jessenia and then possessive BEGGING him to stay when he said he wants Teddy I m embarrassed bachelorinparadise,2022-11-16 17:56:38+00:00,Twitter for iPhone,1,1,15,0
5,1592939657826029570,I can’t staaaaaaand Aaron #BachelorInParadise,I can t staaaaaaand Aaron BachelorInParadise,2022-11-16 17:56:24+00:00,Twitter for iPhone,0,0,0,0
6,1592939509133750273,"The Producers over here sabotage things every chance they get
#BachelorInParadise https://t.co/ModXL0jR2N",The Producers over here sabotage things every chance they get BachelorInParadise,2022-11-16 17:55:49+00:00,Twitter for Android,0,0,0,0
7,1592939380792229889,Ewww Ency is being so insecure right now. You’ve known him for like 2 days 😂 #BachelorInParadise,Ewww Ency is being so insecure right now You ve known him for like 2 days BachelorInParadise,2022-11-16 17:55:18+00:00,Twitter for iPhone,0,0,1,0
8,1592939318905274369,"Us learning that Kate thinks she's good at ""riffing on the joke""... #BachelorInParadise #bachelorinparadiseabc https://t.co/VWghw7850Y",Us learning that Kate thinks she s good at riffing on the joke BachelorInParadise bachelorinparadiseabc,2022-11-16 17:55:03+00:00,Twitter Web App,0,0,3,0
9,1592939187778752512,"Check out my latest product: https://t.co/DiJ8HbkTWa 
#Poland #Jays #CUPE #Russia #Trump #RIPJimmyFallon #NextLevel #Artemis #AskSonic #BachelorInParadise",Check out my latest product Poland Jays CUPE Russia Trump RIPJimmyFallon NextLevel Artemis AskSonic BachelorInParadise,2022-11-16 17:54:32+00:00,Twitter Web App,0,0,0,0
10,1592939022061486080,Ency is unstable #BachelorInParadise,Ency is unstable BachelorInParadise,2022-11-16 17:53:52+00:00,Twitter for Android,0,0,1,0
11,1592938951178092544,The only sane couple in #BachelorInParadise is Serene and Brandon 🔥🥰,The only sane couple in BachelorInParadise is Serene and Brandon,2022-11-16 17:53:35+00:00,Twitter for iPhone,0,0,1,0
