,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count
0,1582431177423872001,JACOB JAMES AND AARON OOOOOOOOOOOOOOOOOHHHHHHHHHHHHHHHHHHH #BachelorInParadise,JACOB JAMES AND AARON OOOOOOOOOOOOOOOOOHHHHHHHHHHHHHHHHHHH BachelorInParadise,2022-10-18 17:59:27+00:00,Twitter for iPhone,0,0,0,0
1,1582430922561196034,"Place an order with us now and reap the rewards of brilliantly written academic papers today.
A+ Grades guaranteed.
#Canucks #BachelorInParadise #DraftKingsMNF
#WorldCupinuEth #FreidaPinto #DWTS #WWERaw #TalkersTech #aws #HouseOfTheDragon #CFMTL https://t.co/JjdfYvH0aB",Place an order with us now and reap the rewards of brilliantly written academic papers today A Grades guaranteed Canucks BachelorInParadise DraftKingsMNF WorldCupinuEth FreidaPinto DWTS WWERaw TalkersTech aws HouseOfTheDragon CFMTL,2022-10-18 17:58:26+00:00,Twitter Web App,0,0,1,0
2,1582430908010745856,"She wants to prolong her time here? In case you haven’t noticed, she has the power with her rose, so she doesn’t need to TRY and prolong her time here. #BachelorInParadise https://t.co/wwN2A0EY4H",She wants to prolong her time here In case you haven t noticed she has the power with her rose so she doesn t need to TRY and prolong her time here BachelorInParadise,2022-10-18 17:58:23+00:00,Twitter for iPhone,0,0,1,0
3,1582430732734980096,Brandon is fr an angel he makes me cry like every episode 😂😂😂 #bachelorinparadise,Brandon is fr an angel he makes me cry like every episode bachelorinparadise,2022-10-18 17:57:41+00:00,Twitter for iPhone,0,0,0,0
4,1582430577642590208,THE SCREAM I SCREAMED WHEN JAMES SAID LET THE DUST SETTLE THEN WE’LL HAVE A TALK WITH PETER OOOOHIFIWQOO  #BachelorInParadise,THE SCREAM I SCREAMED WHEN JAMES SAID LET THE DUST SETTLE THEN WE LL HAVE A TALK WITH PETER OOOOHIFIWQOO BachelorInParadise,2022-10-18 17:57:04+00:00,Twitter for iPhone,0,5,1,0
5,1582430519823695872,Omg the SHRIMP TASTE TEST I’m obsessed #bachelorinparadise,Omg the SHRIMP TASTE TEST I m obsessed bachelorinparadise,2022-10-18 17:56:50+00:00,Twitter for iPhone,0,0,4,0
6,1582430481265852417,It’s thick girl season. Let me warm you up ✨ #HouseOfTheDragon #deprem #AMAs #tuesdayvibe #T20WorldCup2022 #Bryann #btsarmyforever #TheBlock #bigbooty #bigassbackshots #onlyfansbabe #BachelorInParadise https://t.co/DYZa2kJQVc,It s thick girl season Let me warm you up HouseOfTheDragon deprem AMAs tuesdayvibe T20WorldCup2022 Bryann btsarmyforever TheBlock bigbooty bigassbackshots onlyfansbabe BachelorInParadise,2022-10-18 17:56:41+00:00,Twitter for iPhone,1,1,6,0
7,1582430398348283905,I’m watching last nights  #bachelorinparadise rn,I m watching last nights bachelorinparadise rn,2022-10-18 17:56:21+00:00,Twitter for iPhone,0,0,8,0
8,1582430366404526080,"So michael and dani are exempt from this? 

And why are the girls not getting their own group of guys to test the week with too?? #BachelorInParadise",So michael and dani are exempt from this And why are the girls not getting their own group of guys to test the week with too BachelorInParadise,2022-10-18 17:56:14+00:00,Twitter for Android,0,0,1,0
9,1582430307428732928,"As someone who's sprained an ankle before, I can tell you it hurts like hell! #BachelorInParadise",As someone who s sprained an ankle before I can tell you it hurts like hell BachelorInParadise,2022-10-18 17:56:00+00:00,Twitter for Android,0,0,0,0
10,1582430173663989760,Split Week becomes a splitshow tonight on #BachelorInParadise. 👀🏝 https://t.co/G8mn43Q07m,Split Week becomes a splitshow tonight on BachelorInParadise,2022-10-18 17:55:28+00:00,Hootsuite Inc.,3,1,31,0
11,1582430133725847553,I would’ve loved a round two for @Justin_Glaze  &amp; Victoria. That man did not deserve to go home 🥲 #BachelorInParadise,I would ve loved a round two for Glaze amp Victoria That man did not deserve to go home BachelorInParadise,2022-10-18 17:55:18+00:00,Twitter for iPhone,0,0,1,0
12,1582430113597394945,"I stand with Pizza Pete. Producers only show the side of the date they are wanted to show, I have trouble believing he manufactured all the clout chasing things with no backing. Brittany also came off very shallow. #BachelorInParadise",I stand with Pizza Pete Producers only show the side of the date they are wanted to show I have trouble believing he manufactured all the clout chasing things with no backing Brittany also came off very shallow BachelorInParadise,2022-10-18 17:55:13+00:00,Twitter for iPhone,0,1,0,0
13,1582429935372992514,"Halfway through last nights episode, please for the love of God stop showing us about Michael A 😭😭😭 #BachelorInParadise",Halfway through last nights episode please for the love of God stop showing us about Michael A BachelorInParadise,2022-10-18 17:54:31+00:00,Twitter for iPhone,0,0,8,0
14,1582429699128844288,"#BachelorInParadise 
I will design responsive website and progressive web app in 5 hours
https://t.co/XXALtejyOv",BachelorInParadise I will design responsive website and progressive web app in 5 hours,2022-10-18 17:53:35+00:00,Twitter Web App,0,0,0,0
15,1582429671634849792,Jill is getting wayyyyy too much screen time. #BachelorInParadise,Jill is getting wayyyyy too much screen time BachelorInParadise,2022-10-18 17:53:28+00:00,Twitter for iPhone,0,0,1,0
16,1582429513886990336,Jill and Brittany is probably the most beautiful connection on the beach #BachelorInParadise,Jill and Brittany is probably the most beautiful connection on the beach BachelorInParadise,2022-10-18 17:52:50+00:00,Twitter for Android,0,0,1,0
17,1582429427698663427,Producers 🤝sending in a new woman when Michael is about to end it all 🤣 #BachelorInParadise,Producers sending in a new woman when Michael is about to end it all BachelorInParadise,2022-10-18 17:52:30+00:00,Twitter for Android,0,0,0,0
18,1582429379925528576,I got mixed emotions about Logan over James.  #BachelorInParadise,I got mixed emotions about Logan over James BachelorInParadise,2022-10-18 17:52:18+00:00,Twitter for iPhone,0,0,2,0
19,1582429372287328258,"Monday TV Ratings 10/17/22: #TheVoice and #QuantumLeap Slip, #TheGoodDoctor and #BachelorInParadise Back Up, #BobHeartsAbishola, #TheNeighborhood, #NCISHawaii and #NCIS Steady https://t.co/I3x1ImXXjh",Monday TV Ratings 10 17 22 TheVoice and QuantumLeap Slip TheGoodDoctor and BachelorInParadise Back Up BobHeartsAbishola TheNeighborhood NCISHawaii and NCIS Steady,2022-10-18 17:52:17+00:00,Twitter Web App,1,1,1,0
20,1582429222647521281,All of this crying #BachelorInParadise https://t.co/YNefJmSsAx,All of this crying BachelorInParadise,2022-10-18 17:51:41+00:00,Twitter for iPhone,0,0,0,0
21,1582429139708956672,"#BachelorInParadise 
I will develop full professional website in 70 dollar                                                                 https://t.co/VEvY0q1Mxv",BachelorInParadise I will develop full professional website in 70 dollar,2022-10-18 17:51:21+00:00,Twitter Web App,0,0,0,0
22,1582429131190374400,Peters a piece of 💩 #bachelorinparadise,Peters a piece of bachelorinparadise,2022-10-18 17:51:19+00:00,Twitter for iPhone,0,0,1,0
23,1582429129806266368,"Top #VPN to watch #AmazonPrimeVideo from anywhere in the world.

https://t.co/5T5kssiLJY

#streaming #AmazonPrime #PrimeVideo #BingeAccess #Movies #Shows #Entertainment #Hollywood #bachelorinparadise #TheAstronaut",Top VPN to watch AmazonPrimeVideo from anywhere in the world streaming AmazonPrime PrimeVideo BingeAccess Movies Shows Entertainment Hollywood bachelorinparadise TheAstronaut,2022-10-18 17:51:19+00:00,Twitter Web App,0,0,0,0
24,1582428974466367488,I want Jill to leave based on her cry squeal alone #BachelorInParadise #BachelorInParadiseABC,I want Jill to leave based on her cry squeal alone BachelorInParadise BachelorInParadiseABC,2022-10-18 17:50:42+00:00,Twitter for iPhone,0,1,2,0
25,1582428939108069376,I love Danielle energy and idek her   #BachelorInParadise,I love Danielle energy and idek her BachelorInParadise,2022-10-18 17:50:33+00:00,Twitter for Android,0,1,0,0
26,1582428895181094912,"Michael A isn’t a bad guy, but Sierra without a doubt deserves better. #bachelorinparadise",Michael A isn t a bad guy but Sierra without a doubt deserves better bachelorinparadise,2022-10-18 17:50:23+00:00,Twitter for iPhone,0,1,1,0
27,1582428704323809281,"WELLS! Nicest, best, funniest person you know? And it’s your ex..and you’re married?! Hahaha this episode is rocking me. #BachelorInParadise",WELLS Nicest best funniest person you know And it s your ex and you re married Hahaha this episode is rocking me BachelorInParadise,2022-10-18 17:49:37+00:00,Twitter for iPhone,0,0,1,0
28,1582428695477727232,WOW! For Genevieve to get that disrespectful and so LOW with Justin after she acted an ass when he went out on a date. That is so nasty!!! #BachelorInParadise,WOW For Genevieve to get that disrespectful and so LOW with Justin after she acted an ass when he went out on a date That is so nasty BachelorInParadise,2022-10-18 17:49:35+00:00,Twitter for iPhone,0,0,3,0
29,1582428538862387202,"Who would you have picked if you were Shanae??🌹

#BachelorInParadise #BachelorInParadiseABC",Who would you have picked if you were Shanae BachelorInParadise BachelorInParadiseABC,2022-10-18 17:48:58+00:00,Twitter Web App,0,0,1,0
30,1582428422122328064,"The way Michael was so forward with Danielle and she just kept saying “okay?!” like read the room Michael, you can’t just act desperate and call dibs without her even getting adjusted first! 😳 #BachelorInParadise",The way Michael was so forward with Danielle and she just kept saying okay like read the room Michael you can t just act desperate and call dibs without her even getting adjusted first BachelorInParadise,2022-10-18 17:48:30+00:00,Twitter for iPhone,0,0,0,0
31,1582428414426116097,Not jesse asking all them how great their relationships are right now only to split them all up #BachelorInParadise https://t.co/ji8srbcebr,Not jesse asking all them how great their relationships are right now only to split them all up BachelorInParadise,2022-10-18 17:48:28+00:00,Twitter for Android,0,0,0,0
32,1582428364249653248,Michael you’re a corn. Get off my screen sir. #BachelorInParadise,Michael you re a corn Get off my screen sir BachelorInParadise,2022-10-18 17:48:16+00:00,Twitter for iPhone,0,0,2,0
33,1582428269684457472,Ngl love the red wedding reference in bachelor in paradise #bloodbath #BachelorInParadise,Ngl love the red wedding reference in bachelor in paradise bloodbath BachelorInParadise,2022-10-18 17:47:54+00:00,Twitter for iPhone,0,0,2,0
34,1582428221869809664,"Not feeling this twist but I guess it really is a true test 

#BachelorInParadise",Not feeling this twist but I guess it really is a true test BachelorInParadise,2022-10-18 17:47:42+00:00,Twitter for Android,0,0,0,0
