,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count
0,1585330181291773952,Y’all remember last week when Kate *literally* said she was going after men who will give her a rose so she can make it til next week? You ain’t as slick as you think you are #BachelorInParadise #BIP https://t.co/xlHmxgcHgM,Y all remember last week when Kate literally said she was going after men who will give her a rose so she can make it til next week You ain t as slick as you think you are BachelorInParadise BIP,2022-10-26 17:59:03+00:00,Twitter for iPhone,1,0,7,0
1,1585330039012225024,"*all the girls on #BachelorInParadise that are going for Logan*

ME: https://t.co/fwiWXOpCui",all the girls on BachelorInParadise that are going for Logan ME,2022-10-26 17:58:29+00:00,Twitter Web App,0,0,7,0
2,1585329984201052161,andrew is the most wishy washy mf ive ever seen #BachelorInParadise,andrew is the most wishy washy mf ive ever seen BachelorInParadise,2022-10-26 17:58:16+00:00,Twitter for iPhone,0,0,2,0
3,1585329920695468032,"@BachParadise Logan is being played like a fool; Kate is only interested in him to get back at Shanae, and from the next episode promo, it seems that she's already planning to dump him and move on to the next sucker; guys need to avoid her like the plague!
#BachelorInParadise",Logan is being played like a fool Kate is only interested in him to get back at Shanae and from the next episode promo it seems that she s already planning to dump him and move on to the next sucker guys need to avoid her like the plague BachelorInParadise,2022-10-26 17:58:01+00:00,Twitter Web App,0,1,6,0
4,1585329917394231296,if another phrase out of kate’s mouth has another ounce of aave in it i will tear her instagram apart #BachelorInParadise,if another phrase out of kate s mouth has another ounce of aave in it i will tear her instagram apart BachelorInParadise,2022-10-26 17:58:00+00:00,Twitter for iPhone,0,0,1,0
5,1585329887384326145,"Kate, if someone doesn’t want to talk and walks away, stop tearing the person down. #bully #teamshanaeonthisone #BachelorInParadise",Kate if someone doesn t want to talk and walks away stop tearing the person down bully teamshanaeonthisone BachelorInParadise,2022-10-26 17:57:53+00:00,Twitter Web App,0,0,2,0
6,1585329500610363392,"Kate CLEARLY came into this wanting to start shit, going so far as to intentionally steal a man from someone she holds petty grievances against. America sees through your sh*t, Kate. #TooDamnOldToBePlayingGames #BIP #BachelorInParadise",Kate CLEARLY came into this wanting to start shit going so far as to intentionally steal a man from someone she holds petty grievances against America sees through your sh t Kate TooDamnOldToBePlayingGames BIP BachelorInParadise,2022-10-26 17:56:21+00:00,Twitter for iPhone,1,0,8,0
7,1585329392841957376,And one more thing about Logan and Kate is that they have the worst intros during the theme song tomato tomato boring #BachelorInParadise,And one more thing about Logan and Kate is that they have the worst intros during the theme song tomato tomato boring BachelorInParadise,2022-10-26 17:55:55+00:00,Twitter for iPhone,0,1,1,0
8,1585329175673524225,Check out this listing I just added to my #Poshmark closet: True Religion Denim Shorts-Size 26. https://t.co/RHN7GqxtVV #shopmycloset @poshmarkapp #Wednesday #Wednesdayvibe #denim #ENGvIRE #OpenSource #opensea #jeanshorts #holes #BachelorInParadise #Halloween2022 #posh #Poshmark,Check out this listing I just added to my Poshmark closet True Religion Denim Shorts Size 26 shopmycloset Wednesday Wednesdayvibe denim ENGvIRE OpenSource opensea jeanshorts holes BachelorInParadise Halloween2022 posh Poshmark,2022-10-26 17:55:04+00:00,Twitter for iPhone,2,1,1,2
9,1585327825334116352,"I’m just gonna put it out there…
I don’t get all the girls wanting Logan 🧐
#BachelorInParadise",I m just gonna put it out there I don t get all the girls wanting Logan BachelorInParadise,2022-10-26 17:49:42+00:00,Twitter for iPad,0,0,2,0
