,id,text,clean_tweet,created_at,source,retweets,replies,likes,quote_count
0,1579893852147572736,"#BachelorInParadise's Sierra Jackson said she was ""very confused"" when Michael Allio dumped her during Monday's episode. 
https://t.co/KummMpbM4r",BachelorInParadise s Sierra Jackson said she was very confused when Michael Allio dumped her during Monday s episode,2022-10-11 17:57:02+00:00,Sprout Social,3,1,10,0
1,1579893778093330433,Michael is an idiot #BachelorInParadise,Michael is an idiot BachelorInParadise,2022-10-11 17:56:44+00:00,Twitter for iPhone,0,0,2,0
2,1579893273501786112,Genevieve is such a hypocrite #BachelorInParadise,Genevieve is such a hypocrite BachelorInParadise,2022-10-11 17:54:44+00:00,Twitter for iPhone,0,0,1,0
3,1579892773284589569,Not me fast forwarding through Ashley and Jared’s stupid ass date 🙄 #BachelorInParadise,Not me fast forwarding through Ashley and Jared s stupid ass date BachelorInParadise,2022-10-11 17:52:44+00:00,Twitter for iPhone,0,1,9,1
4,1579892619173593088,"But Micheal knew this. Lest the 2nd time he knew about the quick time frame of dating, yet he still went #TheBachelorette and then still decided he can do #BachelorInParadise?. https://t.co/4sNjImolJB https://t.co/dLRBl7y6Ym",But Micheal knew this Lest the 2nd time he knew about the quick time frame of dating yet he still went TheBachelorette and then still decided he can do BachelorInParadise,2022-10-11 17:52:08+00:00,Twitter for Android,0,0,0,0
5,1579892475069485056,"As a girl who has been repeatedly rejected by men I've been head over heels with, Ashley and Jared definitely give me hope 🥰🥰🥰 i wish they didn't, it's inconvenient!! But they do!!!! #bachelorinparadise",As a girl who has been repeatedly rejected by men I ve been head over heels with Ashley and Jared definitely give me hope i wish they didn t it s inconvenient But they do bachelorinparadise,2022-10-11 17:51:33+00:00,Twitter for Android,0,0,2,0
6,1579892229895700482,"I want Casey &amp; Britt to get together SO bad, I think this match up would be fantastic af #BachelorInParadise",I want Casey amp Britt to get together SO bad I think this match up would be fantastic af BachelorInParadise,2022-10-11 17:50:35+00:00,Twitter for iPhone,1,0,0,0
7,1579892227353952256,"Ashley and Jared returning to #BachelorInParadise--yay or nay? @BachParadise 

https://t.co/ST3LnYV1Bz",Ashley and Jared returning to BachelorInParadise yay or nay,2022-10-11 17:50:34+00:00,Twitter Web App,0,0,0,0
8,1579891639572537344,Brandon’s mama raised him right 🥹 @Bmac_Jones #BachelorInParadise,Brandon s mama raised him right Jones BachelorInParadise,2022-10-11 17:48:14+00:00,Twitter for iPhone,0,0,1,0
9,1579891609486782464,Proud to be one of the few people who knew Michael was a clout chaser and obvs not ready to date from the beginning #BachelorInParadise,Proud to be one of the few people who knew Michael was a clout chaser and obvs not ready to date from the beginning BachelorInParadise,2022-10-11 17:48:07+00:00,Twitter for iPhone,0,0,0,0
